latitude,longitude,name,desc,color,source,precision
30.3296947,-91.0259094,"17917 East Augusta Dr, Baton Rouge, LA, 70810,","17917 E Augusta Dr, Baton Rouge, LA 70810",,Bing Maps,address
37.2506981,-79.946579,"127 McClanahan St, Roanoke, VA, 24014,","127 McClanahan St SW, Roanoke, VA 24014",,Bing Maps,address
43.60466,-96.7106934,"805 E. 63rd St, Sioux Falls, SD, 57106,","E 63rd St N, Sioux Falls, SD 57104",,Bing Maps,street
,,"115 Four Sisters Road, S. Burlington, VT, 5403,",-,,Bing Maps,
44.9668388,-93.2985458,"1720 Humboldt Avenue South, Minneapolis, MN, 55403,","1720 S Humboldt Ave, Minneapolis, MN 55403",,Bing Maps,address
21.456499,-158.005935,"95-656 Hanile St., Mililani, HI, 96789,","95-656 Hanile St, Mililani Town, HI 96789",,Bing Maps,address
43.076085,-89.4290999,"600 Highland Ave, Madison, WI, 53792,","600 Highland Ave, Madison, WI 53705",,Bing Maps,address
47.6487941,-117.4192672,"801 S Stevens St, Spokane, WA, 99204,","801 S Stevens St, Spokane, WA 99204",,Bing Maps,address
40.6751289,-80.31073,"572 Brodhead Rd, Monaca, PA, 15061,","Brodhead Rd, Monaca, PA 15061",,Bing Maps,street
41.483532,-87.033432,"1808 Peachtree, Valparaiso, IN, 46383,","1808 Peachtree Dr, Valparaiso, IN 46383",,Bing Maps,address
44.9675484,-93.3319168,"1509 Alpine Pass, Golden Valley, MN, 55416,","1509 Alpine Pass, Golden Valley, MN 55416",,Bing Maps,address
38.6361802,-90.2660832,"510 S Kingshighway Blvd, St. Louis, MO, 63110,","510 S Kingshighway Blvd, St Louis, MO 63110",,Bing Maps,address
42.8731956,-97.4079437,"501 Summit Street, Yankton, SD, 57078,","501 Summit St, Yankton, SD 57078",,Bing Maps,address
43.0386734,-88.0264893,"9200 W Wisconsin Avenue, Milwaukee, WI, 53226,","9200 W Wisconsin Ave, Milwaukee, WI 53226",,Bing Maps,address
37.7271319,-89.2629162,"3116 W. Sunset Dr., Carbondale, IL, 62901,","3116 W Sunset Dr, Carbondale, IL 62901",,Bing Maps,address
43.0053329,-89.4384689,"5713 Margate St., Fitchburg, WI, 53711,","5713 Margate St, Fitchburg, WI 53711",,Bing Maps,address
44.4722366,-88.0866928,"2941 South Ridge Rd, Green Bay, WI, 54304,","2941 S Ridge Rd, Green Bay, WI 54304",,Bing Maps,address
44.0221291,-92.466629,"200 1st St SW, Rochester, MN, 55902,","200 1st St SW, Rochester, MN 55902",,Bing Maps,address
43.797958,-91.100402,"N2101 Brecken Ridge, LaCrosse, WI, 54601,","N2101 Brecken Ridge, La Crosse, WI 54601",,Bing Maps,address
44.6655083,-90.1878204,"911 West Sixth Street, Marshfield, WI, 54449,","911 W 6th St, Marshfield, WI 54449",,Bing Maps,address
43.076085,-89.4290999,"600 Highland Avenue, Madison, WI, 53792,","600 Highland Ave, Madison, WI 53705",,Bing Maps,address
35.179409,-106.4908981,"518 Black Bear Loop NE, Albuquerque, NM, 87122,","518 Black Bear Loop NE, Albuquerque, NM 87122",,Bing Maps,address
44.4403229,-88.0285645,"197 Desplaine Rd., De Pere, WI, 54115,","197 Desplaine Rd, De Pere, WI 54115",,Bing Maps,address
43.0196381,-89.4381027,"5716 Summerhill, Madison, WI, 53711,","5716 Summerhill Ct, Madison, WI 53711",,Bing Maps,address
42.2865448,-83.7153625,"2215 Fuller Rd, Ann Arbor, MI, 48105,","2215 Fuller Rd, Ann Arbor, MI 48105",,Bing Maps,address
29.2748413,-81.0402756,"553 Riverside Drive, Ormond Beach, FL, 53213,","553 Riverside Dr, Ormond Beach, FL 32176",,Bing Maps,address
41.9141045,-87.6453857,"644 W Willow St., Chicago, IL, 60614,","644 W Willow St, Chicago, IL 60614",,Bing Maps,address
45.6577187,-89.4307861,"5509 Mohawk Rd, Rhinelander, WI, 54501,","5509 Mohawk Rd, Rhinelander, WI 54501",,Bing Maps,address
10.6566,-61.5139008,", Port of Spain, , , Trinidad & Tobago","Port-of-Spain, Trinidad and Tobago",,Bing Maps,city/town
28.4930878,-82.47229,"P.O. Box 2297, Ponte Vedra Beach, FL, 32004,",Florida,,Bing Maps,state/province
43.0533447,-89.464592,"5013 Tokay Blvd, Madison, WI, 53711,","5013 Tokay Blvd, Madison, WI 53711",,Bing Maps,address
40.0152875,-75.1985427,"4000 Gypsy Lane, Philadelphia, PA, 19129,","4000 Gypsy Ln, Philadelphia, PA 19129",,Bing Maps,address
45.0736771,-92.8301239,"1840 Johnson Ct., Stillwater, MN, 55082,","1840 Johnson Ct, Stillwater, MN 55082",,Bing Maps,address
42.2667046,-83.7180862,"2109 Tuomy Rd, Ann Arbor, MI, 48104,","2109 Tuomy Rd, Ann Arbor, MI 48104",,Bing Maps,address
41.89291,-87.6165237,"420 E. Ohio Street, Chicago, IL, 60611,","420 E Ohio St, Chicago, IL 60611",,Bing Maps,address
38.565464,-89.9619522,"1900 Cedarwood Trail, Belleville, IL, 62226,","1900 Cedarwood Trail, Belleville, IL 62226",,Bing Maps,address
44.9345512,-93.3377762,"4525 Park Commons Drive, St. Louis Park, MN, 55416,","4525 Park Commons Dr, St Louis Park, MN 55416",,Bing Maps,address
41.2760887,-96.1356735,"14182 Franklin St, Omaha, NE, 68154,","14182 Franklin St, Omaha, NE 68154",,Bing Maps,address
44.201274,-88.350761,"W6243 Firelane 9, Menasha, WI, 54952,","W6243 Firelane 9, Menasha, WI 54952",,Bing Maps,address
36.3675141,-105.5775719,"1397 Weimer Road, Taos, NM, 87571,","1397 Weimer Rd, Taos, NM 87571",,Bing Maps,address
33.35054,-111.90673,"1907 E. McNair Dr, Tempe, AZ, 85283,","1907 E McNair Dr, Tempe, AZ 85283",,Bing Maps,address
43.0126343,-89.4366226,"2894 Brian Lane, Fitchburg, WI, 53711,","2894 Brian Ln, Fitchburg, WI 53711",,Bing Maps,address
27.7715206,-82.7061005,"5338 1st Ave N, St Petersburg, FL, 33710,","5338 1st Ave N, St Petersburg, FL 33710",,Bing Maps,address
43.0773735,-89.3815613,"21 N Butler Street, Madison, WI, 53703,","21 N Butler St, Madison, WI 53703",,Bing Maps,address
45.6383896,-89.4113083,"2881 Woods End Road, Rhinelander, WI, 54504,","Rhinelander, WI",,Bing Maps,city/town
39.0837517,-94.5773621,"2401 Gillham Rd , Kansas City, MO, 64108,","2401 Gillham Rd, Kansas City, MO 64108",,Bing Maps,address
44.9605103,-93.3001328,"2208 Irving Avenue South, Minneapolis, MN, 55408,","2208 S Irving Ave, Minneapolis, MN 55405",,Bing Maps,address
43.0065193,-89.4918137,"6318 Urich Terrace, Madison, WI, 53719,","6318 Urich Terrace, Madison, WI 53719",,Bing Maps,address
44.0660133,-123.0976944,"920 Country Club Rd , Eugene, OR, 97401,","920 Country Club Rd, Eugene, OR 97401",,Bing Maps,address
44.8879776,-93.425827,"11705 Thornhill Rd, Eden Prairie, MN, 55344,","11705 Thornhill Rd, Eden Prairie, MN 55344",,Bing Maps,address
47.5947075,-122.3873444,"1156 Alki Ave SW, Seattle, WA, 98116,","1156 Alki Ave SW, Seattle, WA 98116",,Bing Maps,address
32.7549477,-117.1667938,"200 W Arbor Dr, San Diego, CA, 92103,","200 W Arbor Dr, San Diego, CA 92103",,Bing Maps,address
44.3073959,-88.402832,"4517 North Knollwood Lane, Appleton, WI, 54913,","4517 N Knollwood Ln, Appleton, WI 54913",,Bing Maps,address
40.0674782,-76.3714523,"1301 Hammock Way, Lancaster, PA, 17601,","1301 Hammock Way, Lancaster, PA 17601",,Bing Maps,address
44.4722366,-88.0866928,"2941 South Ridge Road, Green Bay, WI, 54304,","2941 S Ridge Rd, Green Bay, WI 54304",,Bing Maps,address
28.0901185,-82.4053104,"15307 Amberly Dr. , Tampa, FL, 33647,","15307 Amberly Dr, Tampa, FL 33647",,Bing Maps,address
43.5783463,-116.1313553,"2622 Old Hickory Way, Boise, ID, 83716,","2622 S Old Hickory Way, Boise, ID 83716",,Bing Maps,address
44.5062103,-88.1125565,"2094 Meadowsweet Drive, Green Bay, WI, 54313,","2094 Meadowsweet Dr, Green Bay, WI 54313",,Bing Maps,address
38.9923973,-77.1345062,"6614 Melody Lane, Bethesda, MD, 20817,","6614 Melody Ln, Bethesda, MD 20817",,Bing Maps,address
38.9036098,-94.6772388,"12420 Craig, Overland Park, KS, 66213,","12420 Craig St, Overland Park, KS 66213",,Bing Maps,address
38.8785782,-77.167923,"118 Rolling Trace, Falls Church, VA, 22046,","118 Rolling Trace, Falls Church, VA 22046",,Bing Maps,address
43.7945656,-91.2460269,"1900 South Ave, LaCrosse, WI, 54601,","1900 South Ave, La Crosse, WI 54601",,Bing Maps,address
43.0685501,-89.3911743,"544 W. Main Street , Madison, WI, 53703,","544 W Main St, Madison, WI 53703",,Bing Maps,address
33.4979858,-82.0491333,"517 Cambridge, Augusta, GA, 30909,","517 Cambridge Rd, Augusta, GA 30909",,Bing Maps,address
39.7424378,-104.9535191,"1620 Fillmore , Denver, CO, 80206,","1620 Fillmore St, Denver, CO 80206",,Bing Maps,address
44.938232,-93.33068,"3526 Glenhurst Avenue, St. Louis Park, MN, 55416,","3526 Glenhurst Ave S, St Louis Park, MN 55416",,Bing Maps,address
44.974968,-93.2732544,"825 Nicollett Mall 1500, Minneapolis, MN, 55042,","825 Nicollet Mall, Minneapolis, MN 55402",,Bing Maps,address
39.9267431,-86.2600531,"5901 Technology Center Dr, Indianapolis, IN, 46278,","5901 Technology Center Dr, Indianapolis, IN 46278",,Bing Maps,address
42.3635904,-71.0617691,"101 Merrimac St., Boston, MA, 02114,","101 Merrimac St, Boston, MA 02114",,Bing Maps,address
44.4722366,-88.0866928,"2941 South Ridge Rd, Green Bay, WI, 54304,","2941 S Ridge Rd, Green Bay, WI 54304",,Bing Maps,address
42.3291893,-71.1062546,"125 Parker Hill Ave, Boston, MA, 02120,","125 Parker Hill Ave, Boston, MA 02120",,Bing Maps,address
44.9373245,-93.2073212,"3617 46th Ave, Minneapolis, MN, 55406,","3617 S 46th Ave, Minneapolis, MN 55406",,Bing Maps,address
42.6868106,-89.0325084,"1000 Mineral Point Ave, Janesville, WI, 53548,","1000 Mineral Point Ave, Janesville, WI 53548",,Bing Maps,address
38.9103584,-77.0548935,"1539 27th Street NW, Washington, DC, 20007,","1539 27th St NW, Washington, DC 20007",,Bing Maps,address
40.3288155,-74.5602341,"65 Hampshire Dr, Plainsboro, NJ, 08536,","65 Hampshire Dr, Plainsboro, NJ 08536",,Bing Maps,address
32.8159218,-79.8782578,"12 Leeann Lane, Mt. Pleasant, SC, 29464,","12 Leeann Ln, Mount Pleasant, SC 29464",,Bing Maps,address
43.108127,-88.144561,"W187 N4975 Heron Court, Menomonee Falls, WI, ,","W187N4975 Heron Ct, Menomonee Falls, Village of, WI 53051",,Bing Maps,address
33.7921333,-111.9326477,"33806 N. 69th St., Scottsdale, AZ, 85262,","33806 N 69th St, Scottsdale, AZ 85266",,Bing Maps,address
43.4708366,-111.9964066,"2938 Balboa Drive, Idaho Falls, ID, 83404,","2938 Balboa Dr, Idaho Falls, ID 83404",,Bing Maps,address
25.782724,-80.14286,"1200 West Avenue , Miami Beach, FL, 33139,","1200 West Ave, Miami Beach, FL 33139",,Bing Maps,address
35.6713066,-97.5199203,"2741 Stafford Rd, Edmond, OK, 73012,","2741 Stafford Rd, Edmond, OK 73012",,Bing Maps,address
50.8055,8.7775803,", Marburg, , , Germany","Marburg an der Lahn, HE, Germany",,Bing Maps,city/town
35.1737518,-106.5914459,"4801 Lang Ave NE, Albuquerque, NM, 87109,","4801 Lang Ave NE, Albuquerque, NM 87109",,Bing Maps,address
43.052495,-88.009343,"P.O. Box 414, Milwaukee, WI, 53201,","Milwaukee Ave, Milwaukee, WI 53213",,Bing Maps,street
41.3032532,-72.9331131,"333 Cedar St, New Haven, CT, 06520,","333 Cedar St, New Haven, CT 06519",,Bing Maps,address
43.1272012,-77.5911321,"128-K Clintwood Ct., Rochester, NY, 14620,","128 Clintwood Ct, Rochester, NY 14620",,Bing Maps,address
41.1476784,-81.5892258,"2411 Balmoral Dr, Akron, OH, 44333,","2411 Balmoral Dr, Akron, OH 44333",,Bing Maps,address
30.5306156,-97.6890886,"2120 N Mays St , Round Rock, TX, 78664,","2120 N Mays St, Round Rock, TX 78664",,Bing Maps,address
40.1821209,-79.9163277,"1163 Country Club Rd, Monongahela, PA, 15063,","1163 Country Club Rd, Monongahela, PA 15063",,Bing Maps,address
41.6686554,-83.5420609,"2213 Cherry St, Toledo, OH, 43608,","2213 Cherry St, Toledo, OH 43608",,Bing Maps,address
40.7641006,-111.83525,"230 Chase Street, Salt Lake City, UT, 84113,","230 Chase St, Salt Lake City, UT 84113",,Bing Maps,address
33.4889755,-111.9260294,"3501 N Scottsdale Rd, Scottsdale, AZ, 85251,","3501 N Scottsdale Rd, Scottsdale, AZ 85251",,Bing Maps,address
43.076085,-89.4290999,"600 Highland Ave, Madison, WI, 53792,","600 Highland Ave, Madison, WI 53705",,Bing Maps,address
36.704937,-95.9409714,"2901 Montrose Dr, Bartlesville, OK, 74006,","2901 SE Montrose Dr, Bartlesville, OK 74006",,Bing Maps,address
45.1197014,-93.1555862,"1279 Bucher Ave, Shoreview, MN, 55126,","1279 Bucher Ave, Shoreview, MN 55126",,Bing Maps,address
43.033226,-89.5354767,"1817 Waterbend Drive, Verona, WI, 53593,","1817 Waterbend Dr, Verona, WI 53593",,Bing Maps,address
43.076085,-89.4290999,"600 Highland Ave, Madison, WI, 53792,","600 Highland Ave, Madison, WI 53705",,Bing Maps,address
41.2638359,-96.0470505,"501 N 87th St., Omaha, NE, 68114,","501 N 87th St, Omaha, NE 68114",,Bing Maps,address
44.4722366,-88.0866928,"2941 South Ridge Rd, Green Bay, WI, 54304,","2941 S Ridge Rd, Green Bay, WI 54304",,Bing Maps,address
41.8947754,-87.6516876,"943 W. Huron, Chicago, IL, 60622,","943 W Huron St, Chicago, IL 60642",,Bing Maps,address
44.6785164,-90.177948,"1000 N Oak Ave, Marshfield, WI, 54449,","1000 N Oak Ave, Marshfield, WI 54449",,Bing Maps,address
39.1919098,-78.1854324,"125 Fox Dr., Winchester, VA, 22601,","125 Fox Dr, Winchester, VA 22601",,Bing Maps,address
43.7945656,-91.2460269,"1900 South Ave, LaCrosse, WI, 54601,","1900 South Ave, La Crosse, WI 54601",,Bing Maps,address
44.2867737,-88.4078598,"201 W Northland Ave, Appleton, WI, 54911,","201 W Northland Ave, Appleton, WI 54911",,Bing Maps,address
37.4347878,-122.174469,"300 Pasteur Drive, Stanford, CA, 94035,","300 Pasteur Dr, Stanford, CA 94305",,Bing Maps,address
42.9584579,-85.6628418,"200 Jefferson Ave SE, Grand Rapids, MI, 49503,","200 Jefferson Ave SE, Grand Rapids, MI 49503",,Bing Maps,address
40.6099243,-75.3935623,"801 Ostrum Street, Bethlehem, PA, 18015,","801 Ostrum St, Bethlehem, PA 18015",,Bing Maps,address
39.6823845,-104.9374847,"1873 South Bellaire St, Denver, CO, 80222,","1873 S Bellaire St, Denver, CO 80222",,Bing Maps,address
40.7022209,-89.5913391,"515 NE Glen Oak, Peoria, IL, 61630,","515 NE Glen Oak Ave, Peoria, IL 61603",,Bing Maps,address
41.8514306,-87.94832,"2000 Spring Road, Hinsdale, IL, 60523,","2000 Spring Rd, Oak Brook, IL 60523",,Bing Maps,address
40.2655973,-76.6742244,"500 University Dr., Hershey, PA, 17033,","500 University Dr, Hershey, PA 17033",,Bing Maps,address
37.6970139,-97.299469,"551 N. Hillside, Wichita, KS, 67214,","551 N Hillside St, Wichita, KS 67214",,Bing Maps,address
53.5533409,9.9924698,", Hamburg, , , Germany","Hamburg, HH, Germany",,Bing Maps,city/town
39.2973299,-76.5974743,"601 N. Caroline St., Baltimore, MD, 21287,","601 N Caroline St, Baltimore, MD 21205",,Bing Maps,address
43.0185013,-85.5863037,"3264 North Evergreen Dr., Grand Rapids, MI, 49525,","3264 N Evergreen Dr NE, Grand Rapids, MI 49525",,Bing Maps,address
41.5633507,-83.6541672,"1500 Trail Rd., Maumee, OH, 57705,","Maumee, OH",,Bing Maps,city/town
41.6687431,-87.8139038,"12251 S. 80th Ave, Palos Heights, IL, 60463,","12251 S 80th Ave, Palos Heights, IL 60463",,Bing Maps,address
42.9903679,-87.9516296,"2900 W. Oklahoma Ave, Milwaukee, WI, 53215,","2900 W Oklahoma Ave, Milwaukee, WI 53215",,Bing Maps,address
47.2380142,-122.4769211,"2202 South Cedar Street, Tacoma, WA, 98405,","2202 S Cedar St, Tacoma, WA 98405",,Bing Maps,address
42.4918952,-90.6728435,"250 Mercy Dr., Dubuque, IA, 52001,","250 Mercy Dr, Dubuque, IA 52001",,Bing Maps,address
42.681697,-83.149903,"1101 W. University Dr., Rochester Hills, MI, 48307,","1101 W University Dr, Rochester Hills, MI 48307",,Bing Maps,address
41.1359329,-96.0407944,"11111 S 84th St, Papillion, NE, 68046,","11111 S 84th St, Papillion, NE 68046",,Bing Maps,address
30.4309311,-97.7384109,"12554 Riata Vista Cir, Austin, TX, 78727","12554 Riata Vista Circle, Austin, TX 78727",,Bing Maps,address
